route_key,mode,o_zone_id,d_zone_id,volume,total_distance_mile,total_distance_km,straight_line_distance_mile,straight_line_distance_km,distance_ratio,total_free_flow_travel_time,total_congestion_travel_time,google_maps_http_link,WKT_geometry
10_4_sov,sov,10,4,1200,10,16.09,1.49456,2.40474,6.69095,10,18.2138,"https://www.google.com/maps/dir/43.545271,-96.731438/43.563654,-96.747168/","LINESTRING(-96.731438 43.545271,-96.731241 43.548596,-96.731569 43.564034,-96.747168 43.563654)"
10_5_sov,sov,10,5,1000,8,12.872,1.29641,2.08592,6.1709,8,15.8663,"https://www.google.com/maps/dir/43.545271,-96.731438/43.564034,-96.731569/","LINESTRING(-96.731438 43.545271,-96.731241 43.548596,-96.731569 43.564034)"
10_6_sov,sov,10,6,800,11,17.699,3.08707,4.9671,3.56325,11,45.2149,"https://www.google.com/maps/dir/43.545271,-96.731438/43.587586,-96.711644/","LINESTRING(-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.562324,-96.711644 43.587586)"
10_7_sov,sov,10,7,1900,9,14.481,2.29572,3.69381,3.92034,9,25.3305,"https://www.google.com/maps/dir/43.545271,-96.731438/43.563844,-96.693423/","LINESTRING(-96.731438 43.545271,-96.711382 43.546744,-96.694078 43.546744,-96.693423 43.563844)"
10_8_sov,sov,10,8,1600,9,14.481,1.5482,2.49105,5.81321,9,30.6664,"https://www.google.com/maps/dir/43.545271,-96.731438/43.562324,-96.711382/","LINESTRING(-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.562324)"
10_9_sov,sov,10,9,2800,3,4.827,0.229981,0.370039,13.0446,3,5.7929,"https://www.google.com/maps/dir/43.545271,-96.731438/43.548596,-96.731241/","LINESTRING(-96.731438 43.545271,-96.731241 43.548596)"
10_11_sov,sov,10,11,4000,5,8.045,0.77541,1.24763,6.4482,5,12.5399,"https://www.google.com/maps/dir/43.545271,-96.731438/43.544131,-96.746841/","LINESTRING(-96.731438 43.545271,-96.746841 43.544131)"
10_12_sov,sov,10,12,2000,11,17.699,2.44067,3.92703,4.50697,11,26.2016,"https://www.google.com/maps/dir/43.545271,-96.731438/43.543941,-96.780137/","LINESTRING(-96.731438 43.545271,-96.746841 43.544131,-96.780137 43.543941)"
10_13_sov,sov,10,13,1900,14,22.526,4.88304,7.85681,2.86707,14,29.2293,"https://www.google.com/maps/dir/43.545271,-96.731438/43.490707,-96.793377/","LINESTRING(-96.731438 43.545271,-96.746841 43.544131,-96.780137 43.543941,-96.793377 43.490707)"
10_14_sov,sov,10,14,2100,9,14.481,1.47659,2.37583,6.09514,9,27.086,"https://www.google.com/maps/dir/43.545271,-96.731438/43.529306,-96.751035/","LINESTRING(-96.731438 43.545271,-96.746841 43.544131,-96.751035 43.529306)"
10_15_sov,sov,10,15,4000,6,9.654,1.09651,1.76428,5.47192,6,13.5123,"https://www.google.com/maps/dir/43.545271,-96.731438/43.529401,-96.731504/","LINESTRING(-96.731438 43.545271,-96.731504 43.529401)"
10_16_sov,sov,10,16,4400,4,6.436,1.00958,1.62441,3.96205,4,20.0912,"https://www.google.com/maps/dir/43.545271,-96.731438/43.546744,-96.711382/","LINESTRING(-96.731438 43.545271,-96.711382 43.546744)"
10_17_sov,sov,10,17,3900,6,9.654,1.04164,1.676,5.76014,6,29.2952,"https://www.google.com/maps/dir/43.545271,-96.731438/43.541280,-96.711382/","LINESTRING(-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.541280)"
10_18_sov,sov,10,18,700,7,11.263,1.87377,3.0149,3.73577,7,23.2687,"https://www.google.com/maps/dir/43.545271,-96.731438/43.546744,-96.694078/","LINESTRING(-96.731438 43.545271,-96.711382 43.546744,-96.694078 43.546744)"
10_19_sov,sov,10,19,1800,8,12.872,1.47969,2.38082,5.40654,8,36.6888,"https://www.google.com/maps/dir/43.545271,-96.731438/43.529591,-96.711316/","LINESTRING(-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.541280,-96.711316 43.529591)"
10_20_sov,sov,10,20,2500,11,17.699,2.30391,3.70699,4.7745,11,27.5424,"https://www.google.com/maps/dir/43.545271,-96.731438/43.515333,-96.711185/","LINESTRING(-96.731438 43.545271,-96.711382 43.546744,-96.694078 43.546744,-96.711185 43.515333)"
10_21_sov,sov,10,21,1200,11,17.699,2.4036,3.8674,4.57646,11,26.6682,"https://www.google.com/maps/dir/43.545271,-96.731438/43.510485,-96.730979/","LINESTRING(-96.731438 43.545271,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485)"
10_22_sov,sov,10,22,2600,9,14.481,2.10136,3.38109,4.28294,9,22.3839,"https://www.google.com/maps/dir/43.545271,-96.731438/43.514858,-96.731241/","LINESTRING(-96.731438 43.545271,-96.731504 43.529401,-96.731241 43.514858)"
10_23_sov,sov,10,23,1800,13,20.917,2.31658,3.72738,5.61172,13,36.0863,"https://www.google.com/maps/dir/43.545271,-96.731438/43.514858,-96.750904/","LINESTRING(-96.731438 43.545271,-96.746841 43.544131,-96.751035 43.529306,-96.750904 43.514858)"
10_24_sov,sov,10,24,800,14,22.526,3.04237,4.89518,4.60167,14,38.1888,"https://www.google.com/maps/dir/43.545271,-96.731438/43.503164,-96.749200/","LINESTRING(-96.731438 43.545271,-96.731504 43.529401,-96.731241 43.514858,-96.730979 43.510485,-96.749200 43.503164)"
11_1_sov,sov,11,1,500,14,22.526,4.8911,7.86978,2.86234,14,15.8572,"https://www.google.com/maps/dir/43.544131,-96.746841/43.612828,-96.770420/","LINESTRING(-96.746841 43.544131,-96.747168 43.563654,-96.774303 43.572962,-96.770420 43.612828)"
11_2_sov,sov,11,2,200,17,27.353,4.61925,7.43237,3.68025,17,26.5197,"https://www.google.com/maps/dir/43.544131,-96.746841/43.605813,-96.711251/","LINESTRING(-96.746841 43.544131,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586,-96.711251 43.605813)"
11_3_sov,sov,11,3,300,10,16.09,2.42055,3.89467,4.13129,10,11.8485,"https://www.google.com/maps/dir/43.544131,-96.746841/43.572962,-96.774303/","LINESTRING(-96.746841 43.544131,-96.747168 43.563654,-96.774303 43.572962)"
11_4_sov,sov,11,4,1500,6,9.654,1.34902,2.17057,4.44767,6,7.54524,"https://www.google.com/maps/dir/43.544131,-96.746841/43.563654,-96.747168/","LINESTRING(-96.746841 43.544131,-96.747168 43.563654)"
11_5_sov,sov,11,5,500,8,12.872,1.57349,2.53175,5.08422,8,9.88683,"https://www.google.com/maps/dir/43.544131,-96.746841/43.564034,-96.731569/","LINESTRING(-96.746841 43.544131,-96.747168 43.563654,-96.731569 43.564034)"
11_6_sov,sov,11,6,400,12,19.308,3.48136,5.60151,3.44693,12,19.8859,"https://www.google.com/maps/dir/43.544131,-96.746841/43.587586,-96.711644/","LINESTRING(-96.746841 43.544131,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586)"
11_7_sov,sov,11,7,500,14,22.526,3.00167,4.82969,4.66406,14,37.4338,"https://www.google.com/maps/dir/43.544131,-96.746841/43.563844,-96.693423/","LINESTRING(-96.746841 43.544131,-96.731438 43.545271,-96.711382 43.546744,-96.694078 43.546744,-96.693423 43.563844)"
11_8_sov,sov,11,8,800,14,22.526,2.17553,3.50042,6.43522,14,42.7697,"https://www.google.com/maps/dir/43.544131,-96.746841/43.562324,-96.711382/","LINESTRING(-96.746841 43.544131,-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.562324)"
11_9_sov,sov,11,9,1400,8,12.872,0.839949,1.35148,9.52439,8,17.8962,"https://www.google.com/maps/dir/43.544131,-96.746841/43.548596,-96.731241/","LINESTRING(-96.746841 43.544131,-96.731438 43.545271,-96.731241 43.548596)"
11_10_sov,sov,11,10,3900,5,8.045,0.77541,1.24763,6.4482,5,12.1033,"https://www.google.com/maps/dir/43.544131,-96.746841/43.545271,-96.731438/","LINESTRING(-96.746841 43.544131,-96.731438 43.545271)"
11_12_sov,sov,11,12,1400,6,9.654,1.6676,2.68317,3.59798,6,13.6617,"https://www.google.com/maps/dir/43.544131,-96.746841/43.543941,-96.780137/","LINESTRING(-96.746841 43.544131,-96.780137 43.543941)"
11_13_sov,sov,11,13,1000,9,14.481,4.366,7.02489,2.06138,9,16.6894,"https://www.google.com/maps/dir/43.544131,-96.746841/43.490707,-96.793377/","LINESTRING(-96.746841 43.544131,-96.780137 43.543941,-96.793377 43.490707)"
11_14_sov,sov,11,14,1600,4,6.436,1.04562,1.6824,3.82549,4,14.5461,"https://www.google.com/maps/dir/43.544131,-96.746841/43.529306,-96.751035/","LINESTRING(-96.746841 43.544131,-96.751035 43.529306)"
11_15_sov,sov,11,15,1400,9,14.481,1.27511,2.05166,7.0582,9,27.2799,"https://www.google.com/maps/dir/43.544131,-96.746841/43.529401,-96.731504/","LINESTRING(-96.746841 43.544131,-96.751035 43.529306,-96.731504 43.529401)"
11_16_sov,sov,11,16,1400,9,14.481,1.78499,2.87205,5.04205,9,32.1945,"https://www.google.com/maps/dir/43.544131,-96.746841/43.546744,-96.711382/","LINESTRING(-96.746841 43.544131,-96.731438 43.545271,-96.711382 43.546744)"
11_17_sov,sov,11,17,1000,11,17.699,1.7868,2.87497,6.15624,11,41.3984,"https://www.google.com/maps/dir/43.544131,-96.746841/43.541280,-96.711382/","LINESTRING(-96.746841 43.544131,-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.541280)"
11_18_sov,sov,11,18,100,12,19.308,2.64858,4.26156,4.53074,12,35.3719,"https://www.google.com/maps/dir/43.544131,-96.746841/43.546744,-96.694078/","LINESTRING(-96.746841 43.544131,-96.731438 43.545271,-96.711382 43.546744,-96.694078 43.546744)"
11_19_sov,sov,11,19,400,12,19.308,2.04337,3.28778,5.87265,12,31.5856,"https://www.google.com/maps/dir/43.544131,-96.746841/43.529591,-96.711316/","LINESTRING(-96.746841 43.544131,-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591)"
11_20_sov,sov,11,20,600,16,25.744,2.67382,4.30217,5.98396,16,40.939,"https://www.google.com/maps/dir/43.544131,-96.746841/43.515333,-96.711185/","LINESTRING(-96.746841 43.544131,-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591,-96.711185 43.515333)"
11_21_sov,sov,11,21,400,13,20.917,2.45676,3.95293,5.29152,13,38.7084,"https://www.google.com/maps/dir/43.544131,-96.746841/43.510485,-96.730979/","LINESTRING(-96.746841 43.544131,-96.751035 43.529306,-96.750904 43.514858,-96.749200 43.503164,-96.730979 43.510485)"
11_22_sov,sov,11,22,1100,12,19.308,2.16827,3.48874,5.53437,12,36.1514,"https://www.google.com/maps/dir/43.544131,-96.746841/43.514858,-96.731241/","LINESTRING(-96.746841 43.544131,-96.751035 43.529306,-96.731504 43.529401,-96.731241 43.514858)"
11_23_sov,sov,11,23,1300,8,12.872,2.03278,3.27074,3.93551,8,23.5464,"https://www.google.com/maps/dir/43.544131,-96.746841/43.514858,-96.750904/","LINESTRING(-96.746841 43.544131,-96.751035 43.529306,-96.750904 43.514858)"
11_24_sov,sov,11,24,600,10,16.09,2.83301,4.55831,3.52982,10,27.294,"https://www.google.com/maps/dir/43.544131,-96.746841/43.503164,-96.749200/","LINESTRING(-96.746841 43.544131,-96.751035 43.529306,-96.750904 43.514858,-96.749200 43.503164)"
12_1_sov,sov,12,1,200,8,12.872,4.78449,7.69824,1.67207,8,8.03266,"https://www.google.com/maps/dir/43.543941,-96.780137/43.612828,-96.770420/","LINESTRING(-96.780137 43.543941,-96.774303 43.572962,-96.770420 43.612828)"
12_2_sov,sov,12,2,100,14,22.526,5.49236,8.8372,2.549,14,14.0335,"https://www.google.com/maps/dir/43.543941,-96.780137/43.605813,-96.711251/","LINESTRING(-96.780137 43.543941,-96.774303 43.572962,-96.770420 43.612828,-96.711251 43.605813)"
12_3_sov,sov,12,3,200,4,6.436,2.02634,3.26038,1.97401,4,4.02395,"https://www.google.com/maps/dir/43.543941,-96.780137/43.572962,-96.774303/","LINESTRING(-96.780137 43.543941,-96.774303 43.572962)"
12_4_sov,sov,12,4,600,8,12.872,2.14022,3.44362,3.73793,8,8.32753,"https://www.google.com/maps/dir/43.543941,-96.780137/43.563654,-96.747168/","LINESTRING(-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654)"
12_5_sov,sov,12,5,200,10,16.09,2.80035,4.50576,3.57098,10,10.6691,"https://www.google.com/maps/dir/43.543941,-96.780137/43.564034,-96.731569/","LINESTRING(-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654,-96.731569 43.564034)"
12_6_sov,sov,12,6,200,14,22.526,4.56643,7.34739,3.06585,14,20.6682,"https://www.google.com/maps/dir/43.543941,-96.780137/43.587586,-96.711644/","LINESTRING(-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586)"
12_7_sov,sov,12,7,700,19,30.571,4.5547,7.32852,4.17151,19,41.1636,"https://www.google.com/maps/dir/43.543941,-96.780137/43.563844,-96.693423/","LINESTRING(-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586,-96.711382 43.562324,-96.693423 43.563844)"
12_8_sov,sov,12,8,600,16,25.744,3.66973,5.9046,4.35999,16,35.5113,"https://www.google.com/maps/dir/43.543941,-96.780137/43.562324,-96.711382/","LINESTRING(-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586,-96.711382 43.562324)"
12_9_sov,sov,12,9,600,14,22.526,2.46975,3.97383,5.66858,14,31.8929,"https://www.google.com/maps/dir/43.543941,-96.780137/43.548596,-96.731241/","LINESTRING(-96.780137 43.543941,-96.746841 43.544131,-96.731438 43.545271,-96.731241 43.548596)"
12_10_sov,sov,12,10,2000,11,17.699,2.44067,3.92703,4.50697,11,26.1,"https://www.google.com/maps/dir/43.543941,-96.780137/43.545271,-96.731438/","LINESTRING(-96.780137 43.543941,-96.746841 43.544131,-96.731438 43.545271)"
12_11_sov,sov,12,11,1400,6,9.654,1.6676,2.68317,3.59798,6,13.9967,"https://www.google.com/maps/dir/43.543941,-96.780137/43.544131,-96.746841/","LINESTRING(-96.780137 43.543941,-96.746841 43.544131)"
12_13_sov,sov,12,13,1300,3,4.827,3.73746,6.01358,0.802684,3,3.02772,"https://www.google.com/maps/dir/43.543941,-96.780137/43.490707,-96.793377/","LINESTRING(-96.780137 43.543941,-96.793377 43.490707)"
12_14_sov,sov,12,14,700,10,16.09,1.77403,2.85441,5.63689,10,28.5429,"https://www.google.com/maps/dir/43.543941,-96.780137/43.529306,-96.751035/","LINESTRING(-96.780137 43.543941,-96.746841 43.544131,-96.751035 43.529306)"
12_15_sov,sov,12,15,700,15,24.135,2.63499,4.2397,5.69262,15,41.2766,"https://www.google.com/maps/dir/43.543941,-96.780137/43.529401,-96.731504/","LINESTRING(-96.780137 43.543941,-96.746841 43.544131,-96.751035 43.529306,-96.731504 43.529401)"
12_16_sov,sov,12,16,700,15,24.135,3.44879,5.54911,4.34935,15,46.1912,"https://www.google.com/maps/dir/43.543941,-96.780137/43.546744,-96.711382/","LINESTRING(-96.780137 43.543941,-96.746841 43.544131,-96.731438 43.545271,-96.711382 43.546744)"
12_17_sov,sov,12,17,600,17,27.353,3.44841,5.54849,4.92981,17,55.3952,"https://www.google.com/maps/dir/43.543941,-96.780137/43.541280,-96.711382/","LINESTRING(-96.780137 43.543941,-96.746841 43.544131,-96.731438 43.545271,-96.711382 43.546744,-96.711382 43.541280)"
12_18_sov,sov,12,18,200,18,28.962,4.31428,6.94168,4.17219,18,49.3687,"https://www.google.com/maps/dir/43.543941,-96.780137/43.546744,-96.694078/","LINESTRING(-96.780137 43.543941,-96.746841 43.544131,-96.731438 43.545271,-96.711382 43.546744,-96.694078 43.546744)"
12_19_sov,sov,12,19,300,18,28.962,3.58687,5.77128,5.0183,18,45.5823,"https://www.google.com/maps/dir/43.543941,-96.780137/43.529591,-96.711316/","LINESTRING(-96.780137 43.543941,-96.746841 43.544131,-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591)"
12_20_sov,sov,12,20,400,16,25.744,3.97966,6.40327,4.02044,16,39.9672,"https://www.google.com/maps/dir/43.543941,-96.780137/43.515333,-96.711185/","LINESTRING(-96.780137 43.543941,-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485,-96.711185 43.515333)"
12_21_sov,sov,12,21,300,10,16.09,3.37756,5.4345,2.96072,10,31.7846,"https://www.google.com/maps/dir/43.543941,-96.780137/43.510485,-96.730979/","LINESTRING(-96.780137 43.543941,-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485)"
12_22_sov,sov,12,22,700,12,19.308,3.16818,5.0976,3.78767,12,36.1365,"https://www.google.com/maps/dir/43.543941,-96.780137/43.514858,-96.731241/","LINESTRING(-96.780137 43.543941,-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858)"
12_23_sov,sov,12,23,700,9,14.481,2.48641,4.00063,3.61968,9,24.0325,"https://www.google.com/maps/dir/43.543941,-96.780137/43.514858,-96.750904/","LINESTRING(-96.780137 43.543941,-96.793377 43.490707,-96.749200 43.503164,-96.750904 43.514858)"
12_24_sov,sov,12,24,500,7,11.263,3.21559,5.17388,2.1769,7,20.3702,"https://www.google.com/maps/dir/43.543941,-96.780137/43.503164,-96.749200/","LINESTRING(-96.780137 43.543941,-96.793377 43.490707,-96.749200 43.503164)"
13_1_sov,sov,13,1,500,11,17.699,8.51577,13.7019,1.29172,11,11.0615,"https://www.google.com/maps/dir/43.490707,-96.793377/43.612828,-96.770420/","LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.770420 43.612828)"
13_2_sov,sov,13,2,300,17,27.353,8.95362,14.4064,1.89867,17,17.0624,"https://www.google.com/maps/dir/43.490707,-96.793377/43.605813,-96.711251/","LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.770420 43.612828,-96.711251 43.605813)"
13_3_sov,sov,13,3,100,7,11.263,5.76304,9.27274,1.21464,7,7.0528,"https://www.google.com/maps/dir/43.490707,-96.793377/43.572962,-96.774303/","LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962)"
13_4_sov,sov,13,4,600,11,17.699,5.54634,8.92406,1.98329,11,11.3564,"https://www.google.com/maps/dir/43.490707,-96.793377/43.563654,-96.747168/","LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654)"
13_5_sov,sov,13,5,200,13,20.917,5.93766,9.5537,2.18941,13,13.698,"https://www.google.com/maps/dir/43.490707,-96.793377/43.564034,-96.731569/","LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654,-96.731569 43.564034)"
13_6_sov,sov,13,6,200,17,27.353,7.8463,12.6247,2.16663,17,23.6971,"https://www.google.com/maps/dir/43.490707,-96.793377/43.587586,-96.711644/","LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586)"
13_7_sov,sov,13,7,400,19,30.571,7.11401,11.4464,2.67079,19,43.2745,"https://www.google.com/maps/dir/43.490707,-96.793377/43.563844,-96.693423/","LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844)"
13_8_sov,sov,13,8,600,19,30.571,6.43107,10.3476,2.95441,19,38.5401,"https://www.google.com/maps/dir/43.490707,-96.793377/43.562324,-96.711382/","LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586,-96.711382 43.562324)"
13_9_sov,sov,13,9,600,17,27.353,5.06854,8.15527,3.35403,17,34.9218,"https://www.google.com/maps/dir/43.490707,-96.793377/43.548596,-96.731241/","LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.746841 43.544131,-96.731438 43.545271,-96.731241 43.548596)"
13_10_sov,sov,13,10,1900,14,22.526,4.88304,7.85681,2.86707,14,29.1289,"https://www.google.com/maps/dir/43.490707,-96.793377/43.545271,-96.731438/","LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.746841 43.544131,-96.731438 43.545271)"
13_11_sov,sov,13,11,1000,9,14.481,4.366,7.02489,2.06138,9,17.0256,"https://www.google.com/maps/dir/43.490707,-96.793377/43.544131,-96.746841/","LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.746841 43.544131)"
13_12_sov,sov,13,12,1300,3,4.827,3.73746,6.01358,0.802684,3,3.02885,"https://www.google.com/maps/dir/43.490707,-96.793377/43.543941,-96.780137/","LINESTRING(-96.793377 43.490707,-96.780137 43.543941)"
13_14_sov,sov,13,14,600,10,16.09,3.408,5.48347,2.93427,10,29.9664,"https://www.google.com/maps/dir/43.490707,-96.793377/43.529306,-96.751035/","LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.750904 43.514858,-96.751035 43.529306)"
13_15_sov,sov,13,15,700,12,19.308,4.094,6.58725,2.93112,12,42.0027,"https://www.google.com/maps/dir/43.490707,-96.793377/43.529401,-96.731504/","LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401)"
13_16_sov,sov,13,16,600,18,28.962,5.6452,9.08313,3.18855,18,49.2201,"https://www.google.com/maps/dir/43.490707,-96.793377/43.546744,-96.711382/","LINESTRING(-96.793377 43.490707,-96.780137 43.543941,-96.746841 43.544131,-96.731438 43.545271,-96.711382 43.546744)"
13_17_sov,sov,13,17,500,17,27.353,5.39344,8.67804,3.15198,17,53.5822,"https://www.google.com/maps/dir/43.490707,-96.793377/43.541280,-96.711382/","LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280)"
13_18_sov,sov,13,18,100,17,27.353,6.30423,10.1435,2.6966,17,41.2126,"https://www.google.com/maps/dir/43.490707,-96.793377/43.546744,-96.694078/","LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485,-96.711185 43.515333,-96.694078 43.546744)"
13_19_sov,sov,13,19,300,15,24.135,4.91198,7.90337,3.05376,15,46.3084,"https://www.google.com/maps/dir/43.490707,-96.793377/43.529591,-96.711316/","LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591)"
13_20_sov,sov,13,20,600,13,20.917,4.45675,7.17092,2.91692,13,36.9395,"https://www.google.com/maps/dir/43.490707,-96.793377/43.515333,-96.711185/","LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485,-96.711185 43.515333)"
13_21_sov,sov,13,21,600,7,11.263,3.4128,5.4912,2.0511,7,28.7569,"https://www.google.com/maps/dir/43.490707,-96.793377/43.510485,-96.730979/","LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485)"
13_22_sov,sov,13,22,1300,9,14.481,3.53293,5.68449,2.54746,9,33.1088,"https://www.google.com/maps/dir/43.490707,-96.793377/43.514858,-96.731241/","LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858)"
13_23_sov,sov,13,23,800,6,9.654,2.70469,4.35184,2.21837,6,21.0048,"https://www.google.com/maps/dir/43.490707,-96.793377/43.514858,-96.750904/","LINESTRING(-96.793377 43.490707,-96.749200 43.503164,-96.750904 43.514858)"
13_24_sov,sov,13,24,800,4,6.436,2.37559,3.82233,1.68379,4,17.3425,"https://www.google.com/maps/dir/43.490707,-96.793377/43.503164,-96.749200/","LINESTRING(-96.793377 43.490707,-96.749200 43.503164)"
14_1_sov,sov,14,1,300,18,28.962,5.85188,9.41567,3.07594,18,29.4375,"https://www.google.com/maps/dir/43.529306,-96.751035/43.612828,-96.770420/","LINESTRING(-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654,-96.774303 43.572962,-96.770420 43.612828)"
14_2_sov,sov,14,2,100,21,33.789,5.64895,9.08917,3.7175,21,40.1,"https://www.google.com/maps/dir/43.529306,-96.751035/43.605813,-96.711251/","LINESTRING(-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586,-96.711251 43.605813)"
14_3_sov,sov,14,3,100,14,22.526,3.23356,5.2028,4.32959,14,25.4288,"https://www.google.com/maps/dir/43.529306,-96.751035/43.572962,-96.774303/","LINESTRING(-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654,-96.774303 43.572962)"
14_4_sov,sov,14,4,500,10,16.09,2.3811,3.83119,4.19974,10,21.1256,"https://www.google.com/maps/dir/43.529306,-96.751035/43.563654,-96.747168/","LINESTRING(-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654)"
14_5_sov,sov,14,5,100,12,19.308,2.58994,4.16722,4.6333,12,23.4672,"https://www.google.com/maps/dir/43.529306,-96.751035/43.564034,-96.731569/","LINESTRING(-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654,-96.731569 43.564034)"
14_6_sov,sov,14,6,100,16,25.744,4.48386,7.21453,3.56835,16,33.4663,"https://www.google.com/maps/dir/43.529306,-96.751035/43.587586,-96.711644/","LINESTRING(-96.751035 43.529306,-96.746841 43.544131,-96.747168 43.563654,-96.731569 43.564034,-96.711644 43.587586)"
14_7_sov,sov,14,7,200,17,27.353,3.74424,6.02449,4.5403,17,38.7855,"https://www.google.com/maps/dir/43.529306,-96.751035/43.563844,-96.693423/","LINESTRING(-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.694078 43.546744,-96.693423 43.563844)"
14_8_sov,sov,14,8,400,17,27.353,3.02461,4.86659,5.62056,17,44.1214,"https://www.google.com/maps/dir/43.529306,-96.751035/43.562324,-96.711382/","LINESTRING(-96.751035 43.529306,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744,-96.711382 43.562324)"
14_9_sov,sov,14,9,600,12,19.308,1.66114,2.67277,7.22396,12,31.4765,"https://www.google.com/maps/dir/43.529306,-96.751035/43.548596,-96.731241/","LINESTRING(-96.751035 43.529306,-96.746841 43.544131,-96.731438 43.545271,-96.731241 43.548596)"
14_10_sov,sov,14,10,2100,9,14.481,1.47659,2.37583,6.09514,9,25.6836,"https://www.google.com/maps/dir/43.529306,-96.751035/43.545271,-96.731438/","LINESTRING(-96.751035 43.529306,-96.746841 43.544131,-96.731438 43.545271)"
14_11_sov,sov,14,11,1600,4,6.436,1.04562,1.6824,3.82549,4,13.5803,"https://www.google.com/maps/dir/43.529306,-96.751035/43.544131,-96.746841/","LINESTRING(-96.751035 43.529306,-96.746841 43.544131)"
14_12_sov,sov,14,12,700,10,16.09,1.77403,2.85441,5.63689,10,27.242,"https://www.google.com/maps/dir/43.529306,-96.751035/43.543941,-96.780137/","LINESTRING(-96.751035 43.529306,-96.746841 43.544131,-96.780137 43.543941)"
14_13_sov,sov,14,13,600,10,16.09,3.408,5.48347,2.93427,10,30.2357,"https://www.google.com/maps/dir/43.529306,-96.751035/43.490707,-96.793377/","LINESTRING(-96.751035 43.529306,-96.750904 43.514858,-96.749200 43.503164,-96.793377 43.490707)"
14_15_sov,sov,14,15,1300,5,8.045,0.978469,1.57436,5.11002,5,12.7337,"https://www.google.com/maps/dir/43.529306,-96.751035/43.529401,-96.731504/","LINESTRING(-96.751035 43.529306,-96.731504 43.529401)"
